Field_number,Sector_en,Sector_fr,Sector_es,Field_en,Field_fr,Field_es,IPC_code,Updated_on,Remark
27,Mechanical engineering,Mecanique,Ingenieria  mecanica,"Engines, pumps, turbines","Moteurs, pompes, turbines","Motores, bombas, turbinas",G21H%,,
27,Mechanical engineering,Mecanique,Ingenieria  mecanica,"Engines, pumps, turbines","Moteurs, pompes, turbines","Motores, bombas, turbinas",G21J%,,
27,Mechanical engineering,Mecanique,Ingenieria  mecanica,"Engines, pumps, turbines","Moteurs, pompes, turbines","Motores, bombas, turbinas",G21K%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,A41H%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,A43D%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,A46D%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,B31B%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,B31C%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,B31D%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,B31F%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,B41B%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,B41C%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,B41D%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,B41F%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,B41G%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,B41J%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,B41K%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,B41L%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,B41M%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,B41N%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,C14B%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D01B%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D01C%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D01D%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D01F%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D01G%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D01H%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D02G%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D02H%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D02J%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D03C%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D03D%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D03J%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D04B%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D04C%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D04G%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D04H%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D05B%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D05C%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D06G%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D06H%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D06J%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D06M%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D06P%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D06Q%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D21B%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D21C%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D21D%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D21F%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D21G%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D21H%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D21J%,,
28,Mechanical engineering,Mecanique,Ingenieria  mecanica,Textile and paper machines,Machines a fabriquer du papier et des textiles,Maquinaria textil y de papel,D99Z%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,A01B%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,A01C%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,A01D%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,A01F%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,A01G%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,A01J%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,A01K%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,A01L%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,A01M%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,A21B%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,A21C%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,A22B%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,A22C%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,A23N%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,A23P%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,B02B%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,B28B%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,B28C%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,B28D%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,B29B%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,B29C%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,B29D%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,B29K%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,B29L%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,B33Y%,1-Jan-15,Newly added
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,B99Z%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,C03B%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,C08J%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,C12L%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,C13B   5%,15-Aug-11,Newly added
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,C13B  15%,15-Aug-11,Newly added
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,C13B  25%,15-Aug-11,Newly added
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,C13B  45%,15-Aug-11,Newly added
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,C13C%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,C13G%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,C13H%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,F41A%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,F41B%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,F41C%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,F41F%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,F41G%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,F41H%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,F41J%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,F42B%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,F42C%,,
29,Mechanical engineering,Mecanique,Ingenieria  mecanica,Other special machines,Autres machines speciales,Otra maquinaria especial,F42D%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F22B%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F22D%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F22G%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F23B%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F23C%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F23D%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F23H%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F23K%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F23L%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F23M%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F23N%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F23Q%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F24B%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F24C%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F24D%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F24F%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F24H%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F24J%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F24S%,31-Jan-18,Newly added
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F24T%,31-Jan-18,Newly added
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F24V%,31-Jan-18,Newly added
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F25B%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F25C%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F27B%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F27D%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F28B%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F28C%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F28D%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F28F%,,
30,Mechanical engineering,Mecanique,Ingenieria  mecanica,Thermal processes and apparatus,Procedes et appareils thermiques,Procesos termicos y aparatos,F28G%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,F15B%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,F15C%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,F15D%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,F16B%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,F16C%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,F16D%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,F16F%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,F16G%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,F16H%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,F16J%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,F16K%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,F16L%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,F16M%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,F16N%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,F16P%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,F16S%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,F16T%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,F17B%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,F17C%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,F17D%,,
31,Mechanical engineering,Mecanique,Ingenieria  mecanica,Mechanical elements,Elements mecaniques,Componentes mecanicos,G05G%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B60B%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B60C%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B60D%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B60F%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B60G%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B60H%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B60J%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B60K%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B60L%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B60M%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B60N%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B60P%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B60Q%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B60R%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B60S%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B60T%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B60V%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B60W%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B61B%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B61C%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B61D%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B61F%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B61G%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B61H%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B61J%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B61K%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B61L%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B62B%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B62C%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B62D%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B62H%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B62J%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B62K%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B62L%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B62M%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B63B%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B63C%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B63G%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B63H%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B63J%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B64B%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B64C%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B64D%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B64F%,,
32,Mechanical engineering,Mecanique,Ingenieria  mecanica,Transport,Transport,Transporte,B64G%,,
33,Other fields,Autres domaines,Otros sectores,"Furniture, games","Mobilier, jeux","Mobiliario, juegos",A47B%,,
33,Other fields,Autres domaines,Otros sectores,"Furniture, games","Mobilier, jeux","Mobiliario, juegos",A47C%,,
33,Other fields,Autres domaines,Otros sectores,"Furniture, games","Mobilier, jeux","Mobiliario, juegos",A47D%,,
33,Other fields,Autres domaines,Otros sectores,"Furniture, games","Mobilier, jeux","Mobiliario, juegos",A47F%,,
33,Other fields,Autres domaines,Otros sectores,"Furniture, games","Mobilier, jeux","Mobiliario, juegos",A47G%,,
33,Other fields,Autres domaines,Otros sectores,"Furniture, games","Mobilier, jeux","Mobiliario, juegos",A47H%,,
33,Other fields,Autres domaines,Otros sectores,"Furniture, games","Mobilier, jeux","Mobiliario, juegos",A47J%,,
33,Other fields,Autres domaines,Otros sectores,"Furniture, games","Mobilier, jeux","Mobiliario, juegos",A47K%,,
33,Other fields,Autres domaines,Otros sectores,"Furniture, games","Mobilier, jeux","Mobiliario, juegos",A47L%,,
33,Other fields,Autres domaines,Otros sectores,"Furniture, games","Mobilier, jeux","Mobiliario, juegos",A63B%,,
33,Other fields,Autres domaines,Otros sectores,"Furniture, games","Mobilier, jeux","Mobiliario, juegos",A63C%,,
33,Other fields,Autres domaines,Otros sectores,"Furniture, games","Mobilier, jeux","Mobiliario, juegos",A63D%,,
33,Other fields,Autres domaines,Otros sectores,"Furniture, games","Mobilier, jeux","Mobiliario, juegos",A63F%,,
33,Other fields,Autres domaines,Otros sectores,"Furniture, games","Mobilier, jeux","Mobiliario, juegos",A63G%,,
33,Other fields,Autres domaines,Otros sectores,"Furniture, games","Mobilier, jeux","Mobiliario, juegos",A63H%,,
33,Other fields,Autres domaines,Otros sectores,"Furniture, games","Mobilier, jeux","Mobiliario, juegos",A63J%,,
33,Other fields,Autres domaines,Otros sectores,"Furniture, games","Mobilier, jeux","Mobiliario, juegos",A63K%,,
34,Other fields,Autres domaines,Otros sectores,Other consumer goods,Autres biens de consommation,Otros productos de consumo,A24B%,,
34,Other fields,Autres domaines,Otros sectores,Other consumer goods,Autres biens de consommation,Otros productos de consumo,A24C%,,
34,Other fields,Autres domaines,Otros sectores,Other consumer goods,Autres biens de consommation,Otros productos de consumo,A24D%,,
34,Other fields,Autres domaines,Otros sectores,Other consumer goods,Autres biens de consommation,Otros productos de consumo,A24F%,,
